,Exposure,Contrast,Highlights,Shadows,Temperature
800_4695,-0.1,52,-37,13,5400
800_4698,-0.5,82,-37,13,4700
800_4700,0.25,67,-37,13,3750
800_4703,0.25,67,-37,13,3013
800_4708,-0.2,64,-37,13,5400
800_4710,-0.4,64,-37,13,5400
800_4714,-0.1,52,-37,13,4344
800_4718,-0.1,52,-37,13,4557
800_4722,-0.78,66,-37,13,5400
800_4725,0.35,52,-37,37,3773
800_4726,0.35,52,-37,37,3383
800_4729,0.35,52,-37,37,3773
800_4734,0.35,52,-37,37,3773
800_4736,-0.1,52,-37,13,3526
800_4738,-0.1,52,-37,13,3604
800_4744,0.25,52,-37,13,3604
800_4753,0.1,52,-37,30,5400
800_4759,0.1,52,-37,30,5400
800_4761,0.1,52,-37,30,5400
800_4766,0.1,52,-37,30,5400
800_4769,0.1,52,-37,30,5400
800_4774,0.1,52,-37,30,5400
800_4795,0.6,52,-37,13,4533
800_4803,-0.1,52,-37,13,4400
800_4805,0.3,52,-37,13,4400
800_4806,-0.1,52,-37,13,4400
800_4811,0.1,52,-37,13,4294
800_4830,0.3,25,-33,23,3463
800_4842,0.3,0,-4,40,3817
800_4851,-0.1,45,-4,40,3817
800_4853,-0.1,45,-4,40,3817
800_4855,0.45,20,-4,40,3817
800_4861,0.3,27,-4,40,3817
800_4864,0.4,41,-4,40,3102
800_4867,0.25,27,-4,40,3817
800_4868,-0.05,44,-4,40,3817
800_4869,0.3,45,-4,40,3817
800_4878,0.15,50,-4,40,3817
800_4882,-0.45,48,-4,40,3817
800_4883,0.3,27,-4,40,3817
800_4886,0.3,27,-4,40,3817
800_4887,0.3,27,-4,40,3817
800_4890,-0.4,42,-4,40,4383
800_4891,-0.4,42,-4,40,4383
800_4894,0.0,34,0,0,2850
800_4899,0.0,55,0,23,2951
800_4902,0.0,55,0,0,3227
800_4903,0.0,55,0,0,3401
800_4912,0.0,34,0,0,2850
800_4917,0.0,34,0,0,2850
800_4919,0.0,34,0,0,2850
800_4921,0.3,27,-4,40,3817
800_4927,0.3,27,-4,40,3817
800_4928,0.3,27,-4,40,3817
800_4931,0.1,27,-39,52,3817
800_4936,0.3,27,-4,40,3817
800_4939,0.05,45,-4,40,3817
800_4941,0.3,27,-4,40,3817
800_4942,-0.1,42,-4,40,3817
800_4943,-1.4,41,-4,40,4026
800_4944,0.15,41,-4,40,3817
800_4957,0.2,43,-4,40,3817
800_4958,0.05,45,-4,40,3817
800_4960,0.05,45,-4,40,3817
800_4967,-0.65,45,-4,40,4138
800_4970,0.05,45,-4,40,3817
800_4980,0.2,45,-4,40,3817
800_4981,-0.1,45,-4,40,3817
800_4989,0.05,45,-4,40,3817
800_4996,0.05,45,-4,40,3817
800_5003,-0.15,50,-4,40,3817
800_5005,0.25,45,-4,40,3817
800_5011,0.3,27,-4,40,3817
800_5013,0.2,50,-4,40,3817
800_5016,0.15,43,-4,40,3817
800_5017,0.2,27,-4,40,3817
800_5021,0.05,44,-4,40,3817
800_5024,-0.1,60,-4,40,3817
800_5034,0.05,67,-4,40,3516
800_5039,0.3,27,-4,40,3817
800_5040,0.55,27,-4,40,3817
800_5041,1.0,43,-4,40,3744
800_5045,0.3,38,-4,40,3817
800_5047,0.15,46,-4,40,3817
800_5054,0.3,43,-4,40,3817
800_5060,-0.35,44,-4,40,3697
800_5061,-0.35,44,-4,40,3697
800_5063,-0.35,44,-4,40,3697
800_5065,-0.3,50,-4,40,3817
800_5067,-0.2,46,-4,40,3817
800_5068,-0.2,42,-4,40,3817
800_5072,-0.35,27,-4,40,3817
800_5074,0.3,27,-4,40,3817
800_5075,0.55,53,-4,40,3470
800_5085,-0.35,41,-40,40,3817
800_5086,0.3,27,-4,40,3817
800_5088,-0.2,27,-4,40,3817
800_5091,-0.35,46,-4,40,3817
800_5094,-0.3,27,-4,40,3817
800_5096,-0.3,27,-4,40,3817
800_5098,-0.3,27,-4,40,3817
800_5102,-0.3,27,-4,40,3817
800_5105,-0.6,27,-4,40,3817
800_5108,-0.3,27,-4,40,3817
800_5114,-0.95,45,-4,40,3817
800_5119,-0.55,47,-51,40,3817
800_5122,-0.55,47,-51,40,3817
800_5134,-0.1,47,-41,12,5000
800_5933,0.0,29,0,0,3854
800_5935,0.0,29,0,0,3854
800_5939,0.25,29,0,0,3854
800_5967,0.1,50,0,29,4116
800_5972,0.1,50,0,29,4120
800_5975,-0.15,50,0,29,4120
800_5979,0.1,50,0,29,4120
800_5982,0.1,50,0,29,4120
800_5984,0.1,50,0,29,4120
800_5989,0.5,50,0,29,3464
800_5991,0.35,50,0,29,3800
800_5999,0.05,69,0,29,3655
800_6005,-0.4,69,0,29,3800
800_6008,-0.3,52,0,29,3800
800_6013,0.81,50,0,29,3800
800_6017,0.81,50,0,29,3800
800_6021,-0.2,50,0,29,3892
800_6025,0.2,50,0,29,3892
800_6027,-0.2,50,0,29,3892
800_6031,-0.75,67,0,29,4495
800_6036,-0.2,50,0,29,3892
800_6040,-0.2,50,0,29,3892
800_6042,-0.2,50,0,29,3892
800_6048,-0.2,50,0,29,3892
800_6053,0.0,50,0,29,3892
800_6058,-0.75,50,0,29,4100
800_6081,-0.6,50,0,29,3892
800_6089,-0.2,50,0,29,3892
800_6106,-0.2,50,0,29,3892
800_6110,0.25,20,0,29,3451
800_6117,0.0,40,0,29,3451
800_6122,0.35,20,0,29,3451
800_6124,0.55,20,0,29,3451
800_6126,0.3,20,0,29,3451
800_6130,0.4,53,0,29,3451
800_6132,-0.45,38,0,29,3734
800_6137,-0.8,38,0,29,3754
800_6140,-0.75,38,0,29,3834
800_6152,0.3,35,0,29,3451
800_6153,-0.45,36,0,29,3287
800_6171,0.55,20,0,29,3451
800_6175,0.55,20,0,29,3451
800_6187,0.1,34,0,29,3451
800_6211,-0.2,36,0,29,3451
800_6212,-0.35,41,0,29,3451
800_6214,0.15,38,0,29,3343
800_6215,0.15,42,0,29,3451
800_6226,0.15,20,0,29,3144
800_6231,0.45,36,0,29,3451
800_6232,0.65,20,0,29,3377
800_6238,0.55,20,0,29,3451
800_6240,0.1,41,0,29,3451
800_6243,0.1,42,0,29,3451
800_6246,0.3,41,0,29,3451
800_6252,0.1,41,0,29,3451
800_6257,-0.1,41,0,29,3554
800_6261,0.55,20,0,29,3451
800_6263,0.55,20,0,29,3451
800_6268,1.05,34,0,29,3451
800_6272,0.8,38,0,29,3451
800_6285,0.55,20,0,29,3451
800_6299,0.55,20,0,29,3451
800_6306,0.55,37,0,29,3451
800_6309,0.55,37,0,29,3451
800_6311,0.55,37,0,29,3278
800_6316,0.35,34,-52,29,3203
800_6322,0.1,60,0,29,3329
800_6326,0.55,34,0,29,3329
800_6329,0.55,34,0,29,3329
800_6336,0.2,20,0,29,3451
800_6337,0.2,35,0,29,3451
800_6338,-0.55,35,0,29,3451
800_6344,0.35,36,0,29,3451
800_6351,0.55,35,0,29,3451
800_6352,0.05,40,0,29,3451
800_6361,0.3,27,0,29,3674
800_6363,0.3,27,0,29,3674
800_6379,-0.2,50,0,29,4014
800_6385,-0.4,50,0,29,4004
800_6389,0.15,50,0,29,3892
800_6390,-0.2,50,0,29,3892
800_6410,-0.2,50,0,29,3892
800_6416,-0.6,71,0,29,4107
800_6419,-0.6,71,0,29,4107
800_6424,-0.6,71,0,29,4269
800_6425,-0.6,71,0,29,4107
800_6431,-0.2,65,0,29,4165
800_6438,-0.2,65,0,29,4165
800_6440,-0.2,65,0,29,4165
800_6441,-0.2,65,0,29,4165
800_6445,-0.2,65,0,29,4287
800_6447,-0.2,65,0,29,4165
800_6469,1.35,34,0,29,3750
800_6473,1.3,38,0,29,3892
800_6478,0.25,50,0,29,3557
800_6490,0.25,50,0,29,3557
800_6505,0.45,50,0,29,3333
800_6507,0.45,50,0,29,3333
800_6509,0.45,50,0,29,3333
800_6521,0.25,50,0,29,3728
800_6523,0.25,50,0,29,3728
800_6534,0.45,50,0,29,3678
800_6538,0.2,50,0,29,3678
800_6548,0.2,50,0,29,3678
800_6549,0.2,50,0,29,3678
800_6555,0.2,50,0,29,3678
800_6557,0.2,50,0,29,3678
800_6559,0.2,50,0,29,3678
800_6561,0.2,50,0,29,3678
800_6565,0.2,50,0,29,3678
800_6569,0.2,50,0,29,3678
800_6582,-0.05,50,0,29,3678
800_6588,-0.05,50,0,29,3678
800_6592,-0.05,50,0,29,3678
800_6594,-0.25,50,0,29,3678
800_6597,-0.05,50,0,29,3678
800_6599,-0.05,50,0,29,3678
800_6602,-0.05,50,0,29,3678
800_6603,-0.05,50,0,29,3678
800_6606,-0.35,50,0,29,3678
800_6608,-0.05,50,0,29,3678
800_6610,0.2,50,0,29,3678
800_6611,0.2,50,0,29,3678
800_6620,-0.35,67,0,29,3678
800_6630,0.2,50,0,29,3678
800_6632,0.2,50,0,29,3678
800_6633,0.2,50,0,29,3476
800_6635,0.55,50,0,29,3501
800_6637,0.55,50,0,29,3501
800_6640,0.55,50,0,29,3501
800_6644,-0.85,50,0,29,3948
800_6648,-0.45,50,0,29,3729
800_6651,-0.85,50,0,29,3729
800_6652,-1.0,70,0,29,4162
CAR_6824,-0.2,45,-23,17,4700
CAR_6825,-0.25,74,-23,17,4650
CAR_6832,0.85,46,-23,17,4550
CAR_6838,0.1,58,-23,17,4350
CAR_6856,0.5,47,-23,17,4550
CAR_6861,0.6,65,-23,17,4600
CAR_6863,0.75,62,-23,17,4750
CAR_6868,0.25,46,-23,17,4600
CAR_6872,0.15,29,-23,17,4450
CAR_6874,1.05,29,-23,17,4600
CAR_6877,0.0,29,-23,17,4650
CAR_6887,1.05,29,-23,17,4600
CAR_6892,1.15,55,-23,17,4900
CAR_6894,0.0,29,-23,17,4800
CAR_6896,0.0,29,-23,17,4800
CAR_6898,0.0,29,-23,17,4650
CAR_6906,0.0,48,-23,17,4600
CAR_6907,0.0,47,-23,17,4650
CAR_6910,1.4,29,-23,17,4700
CAR_6913,0.45,49,-23,17,4650
CAR_6915,-0.2,49,-23,17,4350
CAR_6921,0.4,50,-23,17,4703
CAR_6925,0.0,46,-23,17,4750
CAR_6927,0.65,29,-23,17,4900
CAR_6930,0.65,29,-23,17,4700
CAR_6934,0.25,42,-23,17,4750
CAR_6938,0.6,53,-43,17,4750
CAR_6941,1.1,49,-23,17,4450
CAR_6947,0.0,29,-23,17,4500
CAR_6949,0.6,29,-23,17,4450
CAR_6954,1.3,29,-23,17,4600
CAR_6959,0.0,44,-23,17,4600
CAR_6964,1.5,29,-23,17,4200
CAR_6967,1.55,48,-23,17,4312
CAR_6992,1.15,48,-23,17,4312
CAR_6996,1.3,48,-23,17,4380
CAR_7009,1.1,48,-55,17,5497
CAR_7015,1.35,48,-55,17,5497
CAR_7017,1.35,48,-23,17,4520
CAR_7021,1.35,48,-23,17,4520
CAR_7028,0.5,48,-23,17,4779
CAR_7034,0.5,48,-23,17,4617
CAR_7048,-0.4,87,-23,17,4597
CAR_7055,1.35,48,-57,17,4975
CAR_7059,1.35,48,-57,17,4975
CAR_7064,1.35,48,-57,17,4975
CAR_7073,1.8,48,-57,17,4975
CAR_7077,1.35,48,-57,17,4649
CAR_7082,1.35,48,-57,17,4649
CAR_7088,1.35,48,-57,17,4649
CAR_7108,1.9,48,-57,17,4649
CAR_7118,0.75,48,-23,17,4885
CAR_7129,1.35,48,-23,17,5124
CAR_7138,0.75,48,-23,17,4499
CAR_7141,-0.7,48,-23,17,4499
CAR_7146,0.75,48,-23,17,4716
CAR_7154,0.6,66,-23,17,4629
CAR_7159,1.25,48,-23,17,4499
CAR_7160,1.25,48,-23,17,4499
CAR_7165,1.35,67,-50,17,4520
CAR_7168,0.4,67,-50,17,4520
CAR_7173,0.65,48,-23,17,4458
CAR_7177,0.5,48,-23,17,4530
CAR_7183,-0.25,48,-23,17,4646
CAR_7184,0.05,48,-23,17,4646
CAR_7190,0.05,48,-23,17,4646
CAR_7201,0.05,48,-23,17,4646
CAR_7204,0.05,48,-23,17,4646
CAR_7207,0.05,48,-23,17,4646
CAR_7221,0.2,48,-23,17,4788
CAR_7222,0.2,48,-23,17,4788
CAR_7228,0.2,48,-23,17,4487
CAR_7232,-0.35,48,-65,17,4772
CAR_7234,-0.95,48,-65,17,4772
CAR_7240,-0.35,48,-65,17,4772
CAR_7242,0.2,48,-23,17,4487
CAR_7257,-0.5,48,-23,17,4487
CAR_7259,0.8,48,-23,17,4487
CAR_7260,0.2,48,-23,17,4487
CAR_7270,0.6,48,-23,17,4284
CAR_7281,0.2,48,-23,17,4487
CAR_7288,0.4,48,-23,17,4487
CAR_7289,0.75,48,-23,17,4487
CAR_7301,0.15,48,-23,17,4487
CAR_7305,0.4,48,-23,17,4487
CAR_7316,0.75,48,-23,17,4487
CAR_7322,0.45,48,-23,17,4487
CAR_7325,0.6,48,-23,17,4487
CAR_7334,0.7,48,-23,17,4487
CAR_7342,0.6,60,-23,17,4487
CAR_7348,0.4,48,-23,17,4487
CAR_7357,0.4,48,-23,17,4487
CAR_7359,0.4,48,-23,17,4487
CAR_7364,1.0,48,-23,17,4487
CAR_7367,0.65,63,-23,17,4487
CAR_7374,0.8,48,-23,17,4487
CAR_7375,0.8,48,-23,17,4487
CAR_7381,1.55,45,-26,25,4650
CAR_7386,1.0,67,-26,25,4650
CAR_7388,1.25,67,-26,25,4700
CAR_7390,1.25,27,-26,25,4700
CAR_7393,1.15,48,-26,25,4700
CAR_7394,1.15,68,-26,25,4700
CAR_7399,1.15,68,-26,25,4750
CAR_7410,1.15,48,-26,25,4750
CAR_7436,0.3,27,-4,40,3817
CAR_7438,0.3,27,-4,40,3817
CAR_7440,0.05,44,-4,40,3817
CAR_7443,0.6,43,-4,40,3817
CAR_7444,0.3,27,-4,40,3817
CAR_7446,0.3,27,-4,40,3817
CAR_7447,0.3,27,-4,40,3817
CAR_7452,0.1,44,-4,40,3817
CAR_7454,0.3,27,-4,40,3817
CAR_7456,0.3,27,-4,40,3817
CAR_7460,0.55,44,-4,40,3817
CAR_7462,0.4,43,-4,40,3817
CAR_7464,0.5,66,-4,40,3817
CAR_7468,0.75,44,-4,40,3817
CAR_7470,0.5,42,-4,40,3817
CAR_7473,0.6,46,-4,40,3817
CAR_7476,0.55,49,-4,40,3817
CAR_7479,0.65,48,-4,40,3817
CAR_7483,0.65,47,-4,40,3817
CAR_7486,0.5,40,-4,40,3817
CAR_7490,0.75,27,-4,40,3817
CAR_7492,0.55,27,-4,40,3817
CAR_7493,0.75,27,-4,40,3817
CAR_7495,0.85,27,-4,40,3817
CAR_7496,0.95,46,-4,40,3817
CAR_7499,1.05,49,-4,40,3817
CAR_7500,1.05,49,-4,40,3817
CAR_7506,1.05,49,-4,40,3817
CAR_7513,1.2,43,-4,40,3435
CAR_7516,1.2,43,-4,40,3435
CAR_7521,1.25,42,-4,40,3541
CAR_7527,1.35,53,-4,40,3541
CAR_7528,-0.15,46,-4,40,4077
CAR_7529,-0.15,46,-4,40,4077
CAR_7530,-0.15,46,-4,40,4077
CAR_7540,0.65,46,-4,40,3817
CAR_7544,0.65,27,-4,40,3817
CAR_7546,0.65,27,-4,40,3817
CAR_7547,0.3,41,-4,40,3719
CAR_7549,0.3,41,-4,40,3719
CAR_7563,1.35,27,-4,40,3470
CAR_7580,0.3,39,-4,40,3817
CAR_7585,0.3,39,-4,40,3817
CAR_7588,1.05,41,-4,40,3817
CAR_7592,0.8,27,-4,40,3502
CAR_7595,0.6,27,-4,40,3817
CAR_7598,0.8,27,-4,40,3502
CAR_7603,0.9,27,-4,40,3594
CAR_7614,0.9,27,-4,40,3594
CAR_7619,1.18,40,-4,40,3542
CAR_7625,1.18,40,-4,40,3542
CAR_8179,1.1,50,0,29,3800
CAR_8181,0.81,50,0,29,3724
CAR_8183,0.81,50,0,29,3800
CAR_8189,0.1,50,0,29,3892
CAR_8208,0.95,36,0,29,3623
CAR_8210,1.1,20,0,29,3892
CAR_8216,1.1,20,0,29,3300
CAR_8226,0.85,20,0,29,3451
CAR_8227,0.55,20,0,29,3451
CAR_8228,0.05,20,0,29,3451
CAR_8230,0.1,20,0,29,3451
CAR_8233,0.35,20,0,29,3451
CAR_8235,0.35,20,0,29,3451
CAR_8239,0.35,20,0,29,3451
CAR_8242,0.35,44,0,29,3451
CAR_8243,0.55,20,0,29,3451
CAR_8250,0.55,22,0,29,3451
CAR_8251,0.55,38,0,29,3451
CAR_8253,0.55,37,0,29,3451
CAR_8256,0.55,39,0,29,3532
CAR_8263,0.35,20,0,29,3451
CAR_8265,0.55,38,0,29,3451
CAR_8268,0.55,20,0,29,3451
CAR_8272,0.55,20,0,29,3451
CAR_8285,0.55,20,0,29,3334
CAR_8287,0.55,20,0,29,3451
CAR_8292,1.05,20,0,29,3451
CAR_8296,1.05,20,0,29,3451
CAR_8297,0.8,38,0,29,3451
CAR_8299,0.55,40,0,29,3451
CAR_8305,0.55,20,0,29,3451
CAR_8307,0.3,37,0,29,3400
CAR_8308,0.25,37,0,29,3451
CAR_8314,0.55,20,0,29,3451
CAR_8317,0.55,20,0,29,3451
CAR_8320,0.55,37,0,29,3451
CAR_8323,0.35,36,0,29,3536
CAR_8326,0.35,36,0,29,3536
CAR_8329,0.55,20,0,29,3451
CAR_8330,0.55,20,0,29,3451
CAR_8334,0.55,20,0,29,3451
CAR_8335,0.55,30,0,29,3451
CAR_8343,0.15,36,0,29,3892
CAR_8344,0.35,36,0,29,3892
CAR_8348,0.48,50,0,29,3892
CAR_8352,0.35,41,0,29,3892
CAR_8354,-0.2,50,0,29,3892
CAR_8356,0.25,50,0,29,3892
CAR_8358,0.4,50,0,29,3669
CAR_8361,0.4,50,0,29,3669
CAR_8363,0.4,50,0,29,3669
CAR_8367,1.1,50,0,29,3553
CAR_8377,0.25,50,0,29,3557
CAR_8379,0.05,50,0,29,3728
CAR_8380,0.05,50,0,29,3728
CAR_8384,0.05,50,0,29,3728
CAR_8388,0.05,50,0,29,3728
CAR_8392,0.4,50,0,29,3728
CAR_8407,0.2,50,0,29,3678
CAR_8408,0.35,50,0,29,3501
CAR_8410,0.2,50,0,29,3678
CAR_8422,0.2,50,0,29,3678
