,Exposure,Contrast,Highlights,Shadows,Temperature
800_5504,-0.15,62,-64,27,5024
800_5532,0.2,57,-64,27,5024
800_5533,0.2,57,-64,27,5024
800_5535,0.2,57,-64,27,5024
800_5542,0.1,74,-64,42,4747
800_5546,-0.1,74,-64,42,4747
800_5550,-0.1,74,-64,42,4747
800_5603,0.85,50,-37,38,5255
800_5606,2.0,67,-37,38,4900
800_5611,1.75,50,-37,38,4900
800_5615,1.75,50,-37,38,4900
800_5629,0.0,49,-31,17,5279
800_5633,0.25,32,-31,17,5279
800_5640,-0.2,49,-31,17,5279
800_5649,-0.15,72,-31,17,5279
800_5657,0.6,31,-31,17,5279
800_5662,0.2,49,-31,17,5090
800_5669,0.2,49,-31,17,5090
800_5673,-0.2,49,-31,17,5090
800_5675,0.05,35,-31,17,5090
800_5677,0.0,61,-31,17,5254
800_5684,0.0,49,-31,17,5279
800_5688,0.6,18,-31,17,5279
800_5742,-0.25,48,-42,31,5154
800_5746,-0.25,61,-42,31,5154
800_5753,-0.25,63,-42,31,5154
800_5765,-0.1,68,-42,31,5154
800_5771,-0.15,64,-42,31,5154
800_5784,-0.15,67,-42,31,5154
800_5791,-0.25,48,-42,31,5154
800_5793,-0.05,64,-42,31,5154
800_5800,-0.3,31,-25,26,5400
800_5829,-0.35,54,-47,0,5900
800_5832,-0.35,54,-47,0,5250
800_5834,-0.6,54,-47,0,5150
800_5836,-0.35,54,-47,0,5300
800_5842,0.15,53,-26,21,5150
800_5848,-0.15,53,-26,21,4750
800_5850,-0.35,53,-26,21,4800
800_5853,-0.15,53,-26,21,4850
800_5857,-0.1,81,-26,21,4950
800_5858,0.8,53,-26,21,5142
800_5861,0.8,53,-26,21,5142
800_5865,0.3,53,-56,21,5568
800_5873,0.3,53,-56,21,5347
800_5876,0.15,53,-26,21,5350
800_5880,0.15,53,-26,21,5250
800_5883,0.15,53,-26,21,5250
800_5888,0.7,53,-26,21,5250
800_5892,0.7,53,-26,21,5050
800_5894,0.55,53,-26,21,5250
800_5897,-0.7,64,-26,7,4500
800_5900,0.55,31,-61,21,4650
800_5903,0.6,53,-26,21,4700
800_5906,1.2,53,-26,21,4700
800_5914,0.85,53,-26,21,4700
800_5915,1.25,53,-26,21,5300
800_5917,1.05,53,-26,21,5350
800_5919,0.7,53,-26,21,5300
800_5925,-0.45,53,-26,21,5200
CAR_7417,0.2,40,-56,19,6600
CAR_7427,-0.5,40,-56,19,5350
CAR_7430,-1.0,40,-81,19,5250
CAR_7432,-0.8,59,-74,19,5150
CAR_7653,0.85,52,-57,14,6003
CAR_7654,0.85,52,-57,14,6003
CAR_7661,0.85,52,-57,14,6003
CAR_7668,0.85,52,-57,14,6003
CAR_7671,0.85,52,-57,14,6003
CAR_7674,0.85,52,-57,14,6003
CAR_7677,0.85,52,-57,14,6003
CAR_7681,0.85,52,-57,14,6003
CAR_7689,0.55,52,-57,14,6003
CAR_7691,0.85,52,-57,14,6003
CAR_7703,0.7,52,-57,14,6003
CAR_7709,0.85,52,-57,14,6003
CAR_7712,0.75,67,-57,14,6003
CAR_7717,0.85,52,-57,14,6003
CAR_7727,0.85,52,-57,14,6003
CAR_7734,0.1,52,-57,14,6003
CAR_7741,0.1,52,-57,14,6003
CAR_7743,0.1,52,-57,14,6003
CAR_7750,0.1,52,-57,14,6235
CAR_7755,0.45,52,-57,14,6235
CAR_7757,0.45,52,-57,14,6331
CAR_7762,0.3,52,-57,14,6331
CAR_7764,0.1,52,-57,14,6003
CAR_7766,0.1,52,-57,14,6003
CAR_7768,0.1,52,-57,14,6003
CAR_7772,0.1,52,-57,14,6003
CAR_7782,0.3,52,-57,14,6221
CAR_7787,0.1,52,-57,14,6255
CAR_7791,0.1,52,-57,14,6255
CAR_7793,0.1,52,-57,14,6255
CAR_7800,0.1,52,-57,14,6255
CAR_7802,0.1,52,-57,14,6255
CAR_7810,-0.05,39,-57,15,6083
CAR_7816,-0.05,39,-57,15,6083
CAR_7833,0.35,46,-59,0,6313
CAR_7837,0.35,46,-59,0,6295
CAR_7845,0.35,46,-59,0,6176
CAR_7861,0.35,46,-59,0,6342
CAR_7878,0.0,53,-58,0,5757
CAR_7887,0.8,53,-58,0,5757
CAR_7894,0.7,53,-58,0,5515
CAR_7896,0.7,53,-58,0,5515
CAR_7903,0.81,53,-58,0,5757
CAR_7905,0.35,47,-33,24,6423
CAR_7908,0.35,47,-33,24,6423
CAR_7912,0.75,67,-33,36,6671
CAR_7914,0.75,67,-33,36,6671
CAR_7919,0.45,67,-54,36,6974
CAR_7928,0.65,62,-42,22,4950
CAR_7940,0.55,24,-22,17,4673
CAR_7945,0.55,24,-22,17,4673
CAR_7955,0.55,24,-22,17,4673
CAR_7958,0.35,42,-22,17,4673
CAR_7985,0.25,59,-22,17,4673
CAR_8018,0.75,32,-23,24,5200
CAR_8020,0.75,32,-23,24,5200
CAR_8036,0.45,32,-23,24,5200
CAR_8041,0.6,32,-23,24,5200
CAR_8046,0.45,51,-23,24,5200
CAR_8050,0.45,51,-23,24,5150
CAR_8052,0.45,51,-23,24,5200
CAR_8057,0.45,51,-23,24,5050
CAR_8060,0.2,29,-31,17,5279
CAR_8061,0.25,48,-31,31,5279
CAR_8073,0.2,32,-31,50,5272
CAR_8075,0.2,32,-31,50,5272
CAR_8087,0.3,41,-31,17,5279
CAR_8092,0.35,52,-31,17,5279
CAR_8097,0.35,52,-31,17,5279
CAR_8124,-1.25,50,-25,26,3984
CAR_8147,0.35,53,-26,21,5100
CAR_8149,0.45,53,-26,21,5050
CAR_8155,-0.5,71,-26,21,5800
CAR_8158,0.15,53,-26,21,4550
