,Exposure,Contrast,Highlights,Shadows,Temperature
800_2914,-0.1,57,-64,16,4977
800_2917,-0.1,57,-64,16,4977
800_2918,-0.1,57,-64,16,4977
800_2937,0.0,53,-27,31,4650
800_2941,-0.15,42,-64,30,4977
800_2946,0.2,42,-64,13,5002
800_2961,0.2,42,-64,13,5354
800_2986,0.4,42,-64,13,4659
800_2988,-0.25,42,-64,13,4639
800_3002,0.7,53,-64,13,4578
800_3007,0.65,64,-47,18,4650
800_3011,0.15,64,-47,18,4813
800_3021,-0.3,50,-47,18,4813
800_3024,-0.5,50,-47,18,4813
800_3028,-0.2,64,-47,18,4813
800_3033,-0.2,64,-47,18,4813
800_3037,0.2,56,-47,31,4813
800_3040,0.2,56,-47,31,4813
800_3047,-0.1,56,-47,31,4813
800_3049,-0.1,56,-47,31,4813
800_3066,0.2,56,-47,31,4813
800_3070,0.2,56,-47,31,4813
800_3074,0.2,56,-47,31,4813
800_3077,0.2,56,-47,31,4813
800_3082,0.2,56,-47,31,4813
800_3087,0.9,86,-51,33,4751
800_3093,1.15,53,-32,33,4813
800_3132,-0.4,25,-53,0,5174
800_3133,-0.4,25,-53,0,5174
800_3135,-0.4,25,-53,0,5174
800_3136,-0.4,25,-53,0,5174
800_3137,-0.4,25,-53,0,5174
800_3139,-0.4,25,-53,0,5174
800_3140,-0.4,25,-53,0,5174
800_3142,-0.4,25,-53,0,5174
800_3143,-0.4,25,-53,0,5174
800_3144,-0.4,25,-53,0,5174
800_3145,-0.4,25,-53,0,5174
800_3146,-0.4,25,-53,0,5174
800_3151,-0.2,46,-53,0,5030
800_3152,-0.2,46,-53,0,5030
800_3156,-0.25,58,-80,14,5455
800_3160,0.3,42,-80,14,5570
800_3162,0.0,51,-80,14,5447
800_3174,0.55,61,-80,14,5447
800_3334,-0.05,56,-76,15,5194
800_3341,0.25,56,-76,15,5256
CAR_4691,0.8,57,-42,19,5458
CAR_4693,0.8,55,-42,19,5458
CAR_4700,0.8,61,-42,19,5458
CAR_4704,0.45,61,-42,19,5458
CAR_4709,0.05,58,-52,19,5458
CAR_4711,0.05,58,-52,19,5458
CAR_4716,0.05,58,-52,19,5458
CAR_4717,0.05,58,-52,19,5458
CAR_4719,0.05,58,-52,19,5458
CAR_4721,0.05,58,-52,19,5458
CAR_4724,0.05,58,-52,19,5458
CAR_4728,0.05,58,-52,19,5458
CAR_4731,0.05,58,-52,19,5458
CAR_4742,0.05,58,-52,19,5458
CAR_4747,0.05,58,-52,19,5458
CAR_4750,0.05,58,-52,19,5458
CAR_4761,0.55,57,-64,16,5178
CAR_4768,0.55,69,-64,16,5117
CAR_4771,0.55,57,-64,16,5117
CAR_4773,0.55,57,-64,16,5117
CAR_4775,0.55,57,-64,16,5117
CAR_4782,0.55,57,-64,16,5117
CAR_4785,0.55,57,-64,16,5117
CAR_4788,0.2,24,-64,30,4977
CAR_4790,0.2,24,-64,30,4977
CAR_4794,0.5,37,-64,41,4977
CAR_4818,0.2,42,-64,13,5354
CAR_4831,0.7,49,-64,1,5354
CAR_4832,0.7,49,-64,1,5354
CAR_4835,0.7,49,-64,1,5354
CAR_4842,0.7,49,-64,1,5354
CAR_4846,0.7,49,-64,1,5354
CAR_4851,0.2,42,-64,13,5354
CAR_4860,0.2,42,-64,13,5354
CAR_4864,0.2,42,-64,13,5354
CAR_4867,0.2,42,-64,13,5354
CAR_4873,0.2,42,-64,13,5354
CAR_4878,0.2,42,-64,13,5354
CAR_4902,0.2,42,-64,13,5095
CAR_4905,0.2,42,-64,13,5095
CAR_4910,0.2,42,-64,13,5095
CAR_4913,0.2,42,-64,13,5095
CAR_4921,0.2,42,-64,13,5095
CAR_4926,0.2,42,-64,13,5095
CAR_4930,0.2,42,-64,13,5095
CAR_4936,0.2,42,-64,13,5095
CAR_4944,0.2,42,-64,13,5095
CAR_4949,0.2,42,-64,13,5095
CAR_4953,0.2,42,-64,13,5095
CAR_4963,0.2,42,-64,13,5112
CAR_4969,0.2,42,-64,13,5112
CAR_4985,0.35,42,-64,13,5112
CAR_4989,0.35,42,-64,13,5112
CAR_4993,0.35,42,-64,13,5112
CAR_4998,0.35,42,-64,13,5112
CAR_5002,0.35,42,-64,13,5112
CAR_5010,0.35,42,-64,13,5112
CAR_5019,0.35,42,-64,13,5112
CAR_5024,0.35,42,-64,13,5112
CAR_5029,0.0,50,-47,18,4813
CAR_5033,0.0,50,-47,18,4813
CAR_5045,0.0,50,-47,18,4813
CAR_5055,0.2,50,-47,18,4813
CAR_5058,0.2,50,-47,18,4813
CAR_5063,0.0,50,-47,18,4813
CAR_5064,0.0,50,-47,18,4813
CAR_5066,0.0,50,-47,18,4813
CAR_5075,0.0,50,-47,18,4813
CAR_5084,0.45,67,-32,33,4719
CAR_5128,-0.2,46,-53,0,5030
CAR_5135,-0.2,46,-53,0,5030
CAR_5139,-0.2,46,-53,0,5030
CAR_5141,-0.2,46,-53,0,5030
CAR_5143,0.0,45,-80,14,5570
CAR_5149,0.0,45,-80,14,5570
CAR_5157,0.0,45,-80,14,5570
CAR_5161,0.0,58,-80,14,5570
CAR_5165,0.0,58,-80,14,5570
CAR_5170,0.0,42,-80,14,5570
CAR_5179,-0.15,44,-80,14,5570
CAR_5180,-0.15,44,-80,14,5570
CAR_5183,0.0,58,-80,14,5570
CAR_5199,0.2,74,-80,14,5447
CAR_5206,0.55,52,-80,14,5447
CAR_5239,1.3,48,-49,27,5240
CAR_5248,1.3,48,-49,27,5240
CAR_5250,1.3,48,-49,27,5240
CAR_5251,1.3,48,-49,27,5240
CAR_5268,0.6,51,-49,43,5142
CAR_5269,0.6,51,-49,43,5142
CAR_5271,0.6,51,-49,43,5142
CAR_5273,0.6,51,-49,43,5142
CAR_5275,0.6,51,-49,43,5142
CAR_5277,0.6,51,-49,43,5142
CAR_5284,0.6,51,-49,43,5142
CAR_5292,0.5,69,-49,43,5142
CAR_5295,0.1,69,-49,43,5142
CAR_5300,0.15,69,-49,43,5142
CAR_5306,0.15,69,-49,43,5142
CAR_5309,0.25,69,-49,43,5142
CAR_5313,0.25,69,-49,43,5142
CAR_5320,0.25,69,-49,43,5142
CAR_5328,0.25,69,-49,43,5142
CAR_5329,0.25,69,-49,43,5142
CAR_5335,0.25,69,-49,43,5142
CAR_5345,0.25,69,-49,43,5142
CAR_5353,0.55,72,-49,43,5142
CAR_5362,0.4,74,-49,43,5142
CAR_5371,0.45,62,-35,19,5198
CAR_5375,0.45,62,-35,19,5198
CAR_5377,0.7,44,-35,19,5198
CAR_5382,0.7,44,-35,19,5198
CAR_5385,0.7,44,-35,19,5198
CAR_5403,0.7,44,-35,19,5198
CAR_5406,0.7,44,-35,19,5198
CAR_5515,0.45,71,-76,-1,4724
CAR_5516,0.45,56,-76,15,4724
CAR_5527,1.05,56,-76,15,4724
CAR_5530,1.45,56,-76,15,4996
CAR_5532,0.85,56,-76,15,4724
CAR_5534,0.45,56,-76,15,4724
CAR_5538,0.45,56,-76,15,4724
CAR_5539,0.45,56,-76,15,4724
CAR_5547,0.45,56,-76,15,4724
CAR_5556,0.85,56,-76,15,5176
CAR_5560,0.2,56,-39,15,5275
CAR_5562,0.2,56,-39,15,5275
