,Exposure,Contrast,Highlights,Shadows,Temperature
800_3140,-0.4,25,-53,0,5174
800_3142,-0.4,25,-53,0,5174
800_3143,-0.4,25,-53,0,5174
800_3144,-0.4,25,-53,0,5174
800_3145,-0.4,25,-53,0,5174
800_3146,-0.4,25,-53,0,5174
800_3151,-0.2,46,-53,0,5030
800_3152,-0.2,46,-53,0,5030
800_3907,-0.3,35,-52,19,4988
CAR_4188,0.35,31,-31,22,4197
CAR_4190,0.35,31,-31,22,4197
CAR_4197,0.35,31,-31,22,4197
CAR_4201,1.25,31,-31,22,4197
CAR_4204,0.35,31,-31,22,3643
CAR_4207,0.75,31,-31,22,3643
CAR_4230,0.7,31,-31,22,3520
CAR_4239,0.05,31,-31,22,3858
CAR_4243,0.75,31,-31,22,3464
CAR_4247,1.25,31,-31,22,3464
CAR_4252,0.35,31,-31,22,3524
